fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,oakiness_index,fruitiness_factor
9.3,0.43,0.44,1.8083808084518758,0.12433070500053237,9.144779641845787,22.0,0.99708,3.28,0.55,9.444452288083975,0.06675025485075692,4.061114483876109
8.0,0.42,0.32,2.4168177791769554,0.006194291633860843,26.093864002267896,122.0,0.99801,3.22,1.07,9.636261287269347,0.11644552408471143,4.047229740653125
9.3,0.36,0.39,1.4932821709950646,0.09812511626020504,40.98238875660402,55.0,0.99652,3.47,0.73,11.018901653110756,0.5964745775439524,3.9668045951198723
9.3,0.36,0.39,1.4284240010889249,0.12602716249823037,41.00829874188125,55.0,0.99652,3.47,0.73,11.042050424798985,0.2749791919736402,3.9751381529276344
7.6,0.735,0.02,2.568205206571262,0.0904842340270138,9.986907419487387,14.0,0.99538,3.51,0.71,11.642925370625052,0.07964512903476584,8.557550147409414
9.3,0.36,0.39,1.6487246155335926,-0.021969531970885678,41.11282397832689,55.0,0.99652,3.47,0.73,10.816764442689578,0.42960274344854676,3.8940351993682483
8.2,0.26,0.34,2.4419946758629956,0.09363617713254507,15.91241575935049,47.0,0.99594,3.4,0.78,11.347141555638641,0.5543225980836554,2.950256804466047
11.7,0.28,0.47,1.7239404500535376,0.2002195938717637,16.919420034511578,32.0,0.99686,3.15,0.67,10.544777695571902,0.32874598834960655,2.952537754760133
6.8,0.56,0.22,1.8499685110302935,0.11886357645145273,15.101027458683602,24.0,0.99438,3.4,0.82,11.26329318177555,0.720433702225778,6.307444181794309
7.2,0.62,0.06,2.747200227091928,0.1731987189071841,14.995563854448843,85.0,0.99746,3.51,0.54,9.52029230208513,0.6437706081012446,5.902581227292781
5.8,1.01,0.66,2.007595526791609,0.015298802998737225,15.13784673554538,88.0,0.99357,3.66,0.6,11.348425588500277,0.33281836109167195,11.46190984438528
7.5,0.42,0.32,2.7742682418359723,0.14199002394237106,6.9328487793019455,25.0,0.99628,3.24,0.44,10.554750520133007,0.7548725289085606,4.432995218455863
7.2,0.62,0.06,2.5482248952680657,0.1059267838216526,16.994522163966117,84.0,0.99746,3.51,0.53,9.879587767309552,0.6486950425330354,6.125344415731922
7.2,0.62,0.06,2.5762337577672705,-0.018091072968723212,14.907758701515604,85.0,0.99746,3.51,0.54,9.438721130951562,0.6374453787179021,5.852007101189968
7.2,0.635,0.07,2.6869156064389275,0.10885210047988744,16.000736268142358,86.0,0.99748,3.51,0.54,9.661229844006401,0.553427700787068,6.134880950944065
6.8,0.49,0.22,2.388729083726674,-0.028169666344031064,12.85214530630012,24.0,0.99438,3.41,0.83,11.328586539072491,0.011389668088552796,5.551007404145521
6.9,0.51,0.23,1.9236713895821418,0.008711972511520796,12.951236657904504,22.0,0.99438,3.4,0.84,11.233445678998702,0.6965071834768891,5.729057296289338
6.8,0.56,0.22,1.8037937835447602,0.09293283072923741,14.856374613507189,24.0,0.99438,3.4,0.82,11.265854427267282,0.3760417911091565,6.308878479269678
7.6,0.63,0.03,2.0683328992811068,0.10972442733801241,27.069392323319125,43.0,0.99578,3.44,0.64,11.101020453876636,0.9426097101586556,6.993642885942281
7.7,0.715,0.01,2.079068618042064,-0.05492324650771291,31.071658933975964,43.0,0.99371,3.41,0.57,11.782305277250595,0.8179847710772054,8.424348273234175
6.9,0.56,0.03,1.6072978047766011,0.19139857711828762,35.826973726951564,46.0,0.99522,3.53,0.57,10.520170275546155,0.5876944695313122,5.891295354305847
7.3,0.35,0.24,2.236387249461936,0.12420062783004729,28.133388574550057,48.0,0.99576,3.43,0.54,9.862068077198547,0.25218198181926943,3.4517238270194914
9.1,0.21,0.37,1.5214013967365019,-0.0034728435610883873,6.249741512641985,10.0,0.99552,3.23,0.58,11.026906996005808,0.20371739327766658,2.3156504691612194
10.4,0.38,0.46,1.9618955396846225,-0.049758479644917544,6.004600638673634,10.0,0.99664,3.12,0.65,11.796687302712622,0.3403848376775491,4.482741175030796
8.8,0.31,0.4,2.8303818595604873,0.09450954209185687,6.935888573977535,16.0,0.99614,3.31,0.79,11.97945578635178,0.4765679435800185,3.7136312937690517
7.1,0.47,0.0,2.2721562505126145,0.022405628613883982,7.282433059100304,14.0,0.99517,3.4,0.58,10.848238870096383,0.2960655100389471,5.0986722689452995
7.7,0.715,0.01,2.076913362615523,0.07531404570530228,30.86810315016975,43.0,0.99371,3.41,0.57,11.82237879516389,0.5149294953924828,8.45300083854218
8.8,0.61,0.19,4.145326066332103,0.057688333884443346,30.00201064668691,69.0,0.99787,3.22,0.5,9.998357710392725,0.16537042551318593,6.098998203339562
7.2,0.6,0.04,2.3661394200276753,-0.124745686074501,18.017962227263194,88.0,0.99745,3.53,0.55,9.618839327344809,0.9777128128254999,5.771303596406885
9.2,0.56,0.18,1.6692918623031612,0.03916530616988416,10.134514762045242,21.0,0.99576,3.15,0.49,10.152693242587363,0.10792455496499387,5.685508215848924
7.6,0.715,0.0,2.0394139179241106,0.03743808889316871,30.03597389751268,35.0,0.99533,3.48,0.65,11.346913122707969,0.9319441396543721,8.113042882736197
8.4,0.31,0.29,3.2719377906207296,0.2573661024774059,13.950136610421154,26.0,0.99536,3.22,0.78,11.951056055748177,0.9135780114026949,3.704827377281935
7.2,0.6,0.04,2.6992515353168116,0.006180032538895028,17.904881562961204,88.0,0.99745,3.53,0.55,9.604416087706907,0.525360481819498,5.762649652624144
8.8,0.61,0.19,3.9233343412216652,0.26186746733725663,29.965817817975385,69.0,0.99787,3.22,0.5,10.068189148962631,0.7249102718360844,6.141595380867205
8.9,0.75,0.14,2.445044286409142,-0.10516405506517573,8.899307263905486,30.0,0.99824,3.34,0.64,10.684670732573604,0.4360482979725878,8.013503049430202
9.0,0.8,0.12,2.48595878869798,0.21411674978026246,8.004782531978469,28.0,0.99836,3.33,0.65,10.458392818532596,0.6300345775424382,8.366714254826077
10.7,0.52,0.38,2.5612869350210485,0.04356810291218952,28.943580382013952,56.0,0.99577,3.15,0.79,12.064070790921294,0.3405759374211187,6.273316811279073
6.8,0.57,0.0,2.4954588782067764,0.15795848723435563,31.850596220671026,64.0,0.99491,3.43,0.56,11.25906548306923,0.30115901978544535,6.417667325349461
10.7,0.9,0.34,6.602538842054241,0.11998014840587332,23.12551457883749,99.0,1.00289,3.22,0.68,9.410870358058292,0.5782297861695137,8.469783322252463
7.2,0.34,0.24,1.8080326843802343,0.18495555360254692,29.950232747657097,52.0,0.99576,3.44,0.58,10.182048218119736,0.49812967418398035,3.46189639416071
7.2,0.66,0.03,2.298616225390576,0.039263803544718874,15.87318631950247,86.0,0.99743,3.53,0.57,9.750727403110728,0.5795363691499811,6.435480086053081
10.1,0.45,0.23,1.8310272225935824,-0.027862042517781224,9.983174086551246,18.0,0.99774,3.22,0.65,9.406667468958917,0.286660581287023,4.233000361031513
7.2,0.66,0.03,2.2506877177600226,0.22005042872710634,16.006837156596767,86.0,0.99743,3.53,0.57,9.816929559044567,0.36695783181699526,6.4791735089694145
7.2,0.63,0.03,2.3443632003468817,0.06865193541178588,16.825353327442098,88.0,0.99745,3.53,0.58,9.938215899103753,0.08389796062890931,6.261076016435364
7.1,0.59,0.01,2.174349310572074,0.10215584736242106,27.033164766712577,43.0,0.9955,3.42,0.58,10.764870988758963,0.05227637227220572,6.351273883367788
8.3,0.31,0.39,2.4813205186747975,0.2014751914044795,16.895284243130973,43.0,0.99444,3.31,0.77,12.483288191968315,0.25345712967301626,3.8698193395101774
7.1,0.59,0.01,2.272103706966819,-0.0231955242094435,27.17110288091908,43.0,0.9955,3.42,0.58,10.714671368643332,0.07424685933054576,6.321656107499566
8.3,0.31,0.39,2.3720239831504166,0.13754908976392574,17.052396051207673,43.0,0.99444,3.31,0.77,12.620650896650835,0.1037747086347407,3.9124017779617586
8.3,1.02,0.02,3.479037189605171,0.025010524353710914,5.960010000989068,11.0,0.99892,3.48,0.49,10.918306432901277,0.8129284053939371,11.136672561559303
8.9,0.31,0.36,2.634005129456889,0.04278306443556282,9.925483222968264,39.0,0.99562,3.4,0.69,11.83686733088729,0.0388736970166893,3.66942887257506
7.4,0.635,0.1,2.457061299721953,0.08722789653842888,15.989503229243638,33.0,0.99736,3.58,0.69,10.760666118767265,0.6589427939347428,6.833022985417213
7.4,0.635,0.1,2.496818466053286,-0.07002218614469362,16.06127907415833,33.0,0.99736,3.58,0.69,10.802874482293483,0.2725577488154005,6.8598252962563615
6.8,0.59,0.06,5.966869161681668,-0.017883704282043486,10.99745058714148,18.0,0.9962,3.41,0.59,10.92784518626073,0.8715456807081264,6.447428659893831
6.8,0.59,0.06,5.938776326549225,0.19510728924131393,10.978284119286315,18.0,0.9962,3.41,0.59,10.819109906801991,0.48499228457749954,6.383274845013174
9.2,0.58,0.2,2.89148494734422,0.16961911885847958,15.005837029081789,115.0,0.998,3.23,0.59,9.504643654815615,0.30557645932782573,5.5126933197930565
7.2,0.54,0.27,2.5174589470021047,0.07773604226727651,11.939614106876304,78.0,0.9964,3.39,0.71,10.864014385902008,0.5176389356894345,5.8665677683870845
6.1,0.56,0.0,2.4949094425308727,0.10331234585128932,5.9656794073156965,9.0,0.9948,3.59,0.54,11.574625356602722,0.3819580190452688,6.4817901996975245
7.4,0.52,0.13,2.5244679580736786,0.04857574943635423,33.7914207561095,61.0,0.99528,3.43,0.59,10.864548418114108,0.5643010646698302,5.649565177419336
7.3,0.305,0.39,1.064892563379198,0.1946583385827982,7.097372623085237,11.0,0.99331,3.29,0.52,11.716325472330546,0.11453286832634824,3.573479269060816
9.3,0.38,0.48,3.667754204325643,0.11196474222058361,3.0298797780321762,11.0,0.99577,3.23,0.57,13.169222176504698,0.9969905028125511,5.004304427071785
9.1,0.28,0.46,9.04818660617185,0.13718420921348481,2.922654415596657,9.0,0.99901,3.18,0.6,10.921915032766394,0.42555587769671754,3.0581362091745907
10.0,0.46,0.44,2.9547264797377966,0.1796030144142065,4.189873498135524,8.0,0.99674,3.33,0.62,12.224938368371074,0.34823063970736867,5.623471649450694
9.4,0.395,0.46,4.654888383531736,0.016262851515409335,3.0087016480392386,10.0,0.99639,3.27,0.64,12.357745327976346,0.7102098483162649,4.881309404550657
7.3,0.305,0.39,1.1745044206446302,0.2148789184496894,6.89638564280248,11.0,0.99331,3.29,0.52,11.490470446761305,0.3638994064953325,3.504593486262198
8.6,0.315,0.4,2.18745457399971,-0.07404614097433769,3.085673742147046,6.0,0.99512,3.27,0.67,11.927902152577035,0.8332743050287577,3.757289178061766
5.3,0.715,0.19,1.5327879524159358,0.3239642131112799,7.039804821650926,62.0,0.99395,3.62,0.61,11.060789650971653,0.45427072436042526,7.908464600444732
6.8,0.41,0.31,8.808589300629334,0.04673244160480255,26.03945799854842,45.0,0.99824,3.38,0.64,10.118660912315635,0.7195584132654349,4.14865097404941
8.4,0.36,0.32,1.9780699627252467,0.056730125217471825,31.95742443953484,79.0,0.9964,3.3,0.72,10.955356638544947,0.10745321644188655,3.9439283898761808
8.4,0.62,0.12,1.7770200369424807,-0.11700101711829432,38.045049572377806,46.0,0.99504,3.38,0.89,11.819408999289832,0.8461191855551118,7.328033579559696
9.6,0.41,0.37,2.2148593565739683,0.04552052826223071,9.97382417097789,23.0,0.99786,3.24,0.56,10.607363174985977,0.7357179867781098,4.34901890174425
8.4,0.36,0.32,2.2175211418908516,-0.02298065310268843,32.055594145164584,79.0,0.9964,3.3,0.72,10.897348470058894,0.21171677846196568,3.9230454492212017
8.4,0.62,0.12,2.098525900260341,0.011235365462652733,37.809505554598935,46.0,0.99504,3.38,0.89,11.813296967414688,0.14528600974578665,7.324244119797107
6.8,0.41,0.31,8.836748166547432,0.07026890342111204,25.95661265370208,45.0,0.99824,3.38,0.64,10.029987918506082,0.3162923487256244,4.1122950465874935
8.6,0.47,0.27,2.26864703138276,0.15077916144729056,14.17221550978082,28.0,0.99516,3.18,0.8,11.319504662892484,0.9760705860319043,5.3201671915594675
8.6,0.22,0.36,1.9921801501977252,0.08476033514006258,52.92329325445997,77.0,0.99604,3.47,0.87,10.847681309521622,0.25683157456705863,2.386489888094757
9.4,0.24,0.33,2.348268788720921,0.09176766534011138,51.93961617025068,73.0,0.99786,3.47,0.9,10.144107815272841,0.4561272089466333,2.4345858756654817
8.4,0.67,0.19,2.2420094490451845,-0.016551938884556236,10.955203866155003,75.0,0.99736,3.2,0.59,9.237721187506452,0.030020225717336313,6.189273195629323
8.6,0.47,0.27,2.360685059321567,-0.03307540896027302,13.878519386411135,28.0,0.99516,3.18,0.8,11.356552402923434,0.39722752956623253,5.337579629374013
8.7,0.33,0.38,3.505654356482954,0.2428725018351312,9.779171922377175,19.0,0.99468,3.3,0.73,11.9934249738927,0.5713200154331027,3.9578302413845914
6.6,0.61,0.01,1.7869111564674083,0.006479896523675338,7.976941360147639,25.0,0.99746,3.69,0.73,10.44448004733068,0.9531246125079651,6.371132828871715
7.4,0.61,0.01,2.0473632076811454,0.23962082520572958,13.013585942408167,38.0,0.99748,3.48,0.65,9.98811570694406,0.5167360449400644,6.092750581235876
7.6,0.4,0.29,1.807361887001846,0.05369388011191335,28.994749493146134,66.0,0.9971,3.45,0.59,9.355198609958375,0.8191073261776878,3.74207944398335
7.4,0.61,0.01,2.0555512646342247,0.0742287936143504,12.985512143805211,38.0,0.99748,3.48,0.65,9.580119404337992,0.5471276425689006,5.843872836646175
6.6,0.61,0.01,1.8081313488513904,0.18703651602299298,8.004304087085039,25.0,0.99746,3.69,0.73,10.544001445005334,0.0407850134355181,6.431840881453254
8.8,0.3,0.38,2.2582633186394916,0.18718924219386565,19.102284147155075,72.0,0.99543,3.39,0.72,11.749794577564739,0.31500827518977403,3.5249383732694217
8.8,0.3,0.38,2.2704910085762093,0.04891874397209125,18.980955381407078,72.0,0.99543,3.39,0.72,11.69787671828693,0.5755495078311033,3.5093630154860787
12.0,0.63,0.5,1.4975816719344708,0.0321756946478461,5.942591742291273,26.0,0.99791,3.07,0.6,10.470835644729936,0.9505939659311243,6.59662645617986
7.2,0.38,0.38,2.8918454443942414,0.06240795514777869,22.97188745151119,42.0,0.99356,3.34,0.72,12.92438007137712,0.8591303597512333,4.911264427123306
6.2,0.46,0.17,1.4754282623553616,0.10679575282321183,7.057934675975678,11.0,0.99425,3.61,0.54,11.343592136926327,0.22835561417884764,5.2180523829861105
9.6,0.33,0.52,2.205493411099985,0.16313036868697556,13.141202687854324,25.0,0.99509,3.36,0.76,12.271969560132911,0.2201098300191635,4.049749954843861
9.9,0.27,0.49,4.929042014525082,0.08242298589941516,8.937185626083082,17.0,0.99484,3.19,0.52,12.587245732828015,0.20117296711390076,3.3985563478635643
10.1,0.43,0.4,2.4741495089324665,0.15388862980231538,13.009893378702888,52.0,0.99834,3.22,0.64,10.065020117795866,0.9224988963025031,4.3279586506522225
9.8,0.5,0.34,2.2782982949575628,0.25783597322709406,10.033835744193595,45.0,0.99864,3.24,0.6,9.690082413622061,0.8526661531017207,4.845041206811031
8.3,0.3,0.49,3.769151721154418,0.12813096122647846,10.900742199327118,24.0,0.99498,3.27,0.64,12.284663699604767,0.7748834322529488,3.68539910988143
10.2,0.44,0.42,2.2426716486345524,0.10216528560047783,7.002041716721291,20.0,0.99566,3.14,0.79,10.992991523367385,0.3927351142242276,4.836916270281649
10.2,0.44,0.58,4.14329598253607,-0.05989108250900679,10.85343261426579,24.0,0.99745,3.29,0.99,11.847447482907526,0.5043807042987668,5.212876892479311
8.3,0.28,0.48,1.9622382499245763,-0.17007301368290637,5.8230949696260605,12.0,0.99408,3.26,0.62,12.330809193011875,0.4643317447951528,3.4526265740433253
8.9,0.12,0.45,1.7435225995829058,0.11383757292301683,10.036674640789226,21.0,0.99552,3.41,0.76,11.89544139836445,0.25339810755937264,1.427452967803734
8.9,0.12,0.45,1.90213832954294,0.06551757687191277,9.961612525866922,21.0,0.99552,3.41,0.76,11.92433394493227,0.505028046148767,1.4309200733918723
8.9,0.12,0.45,2.0088442772869923,0.0235217325085258,10.020228040762122,21.0,0.99552,3.41,0.76,11.875876394214368,0.030496547852754463,1.425105167305724
8.3,0.28,0.48,1.9414016687762041,0.11735302041863446,5.998210502299165,12.0,0.99408,3.26,0.62,12.43520553965143,0.13181037349745917,3.4818575511024004
8.2,0.31,0.4,2.0120075614860955,0.05195962708030917,5.9023599951336205,10.0,0.99536,3.31,0.68,11.074846057580954,0.8865895961689464,3.433202277850096
10.2,0.34,0.48,2.2870965175371785,0.16477802506338984,4.995474569803567,9.0,0.99458,3.2,0.69,12.244376460407326,0.7516797670314233,4.163087996538491
7.6,0.43,0.4,2.7389614177370905,0.09061108682589779,5.876689869498515,11.0,0.99538,3.44,0.54,12.191784882160743,0.42286840905908707,5.242467499329119
8.5,0.21,0.52,1.8131707268123634,0.015307671492983232,9.13909723580014,23.0,0.99648,3.36,0.67,10.511729583158813,0.5171503622838772,2.2074632124633506
9.0,0.36,0.52,2.1534629086122434,0.2100166238959289,4.864402965514004,10.0,0.99568,3.31,0.62,11.33427253463777,0.36999888595997743,4.080338112469597
9.5,0.37,0.52,1.7364252260983122,0.06628689250537975,11.980421472903142,51.0,0.99613,3.29,0.58,11.145675321915379,0.7407798671606725,4.12389986910869
6.4,0.57,0.12,2.300337550659716,0.1726536683672307,24.895772841195274,36.0,0.99519,3.47,0.71,11.356976728023222,0.7841871792320796,6.473476734973236
8.0,0.59,0.05,2.0327821172843086,0.04125892938071995,12.05704211733608,32.0,0.99735,3.36,0.61,10.044770856001731,0.7632851902031591,5.926414805041022
8.5,0.47,0.27,1.992427013953783,-0.006982688549743633,17.96685686287185,38.0,0.99518,3.16,0.85,11.164272275986754,0.7226117248344496,5.247207969713774
7.1,0.56,0.14,1.4986104047707463,0.08641682301856962,6.948133328037879,18.0,0.99592,3.27,0.62,9.432915253013244,0.20450433869279583,5.282432541687417
6.6,0.57,0.02,2.108568716140336,0.11628286435436852,6.085320154505156,16.0,0.99654,3.38,0.69,9.519652116970146,0.3379699792404788,5.426201706672983
8.8,0.27,0.39,1.9074575373940412,0.1479827035366833,20.002943059167755,27.0,0.99546,3.15,0.69,11.27090037575885,0.4698454349836749,3.04314310145489
8.5,0.47,0.27,1.9255383755674316,0.031135424669025746,18.051664444593598,38.0,0.99518,3.16,0.85,11.091026430571278,0.3307929914276556,5.2127824223685
8.3,0.34,0.4,2.3104653677636975,-0.11863597837703974,23.901867406348252,48.0,0.99554,3.34,0.86,11.144011721544947,0.754940200158329,3.788963985325282
9.0,0.38,0.41,2.3591899160839778,0.059722611641161126,5.859518305607249,10.0,0.99604,3.13,0.58,11.832360769794073,0.3293535242499547,4.496297092521748
8.5,0.66,0.2,2.000418460520977,0.17638184671438156,23.010720796204012,113.0,0.99733,3.13,0.48,9.38009404329108,0.13823208678533716,6.190862068572113
9.0,0.4,0.43,2.4651136241823655,0.038262392075689364,28.968115364450526,46.0,0.9943,3.2,0.6,12.195984204935565,0.3990404520483041,4.878393681974226
6.7,0.56,0.09,2.9858451116656664,0.0543616597485452,7.062643467245395,22.0,0.99669,3.46,0.61,10.056922489788194,0.9799144327823803,5.6318765942813895
10.4,0.26,0.48,1.8765379430042586,0.1646376505905937,5.992009154733745,10.0,0.99724,3.33,0.87,10.912810441491079,0.2258814129335759,2.8373307147876807
10.4,0.26,0.48,1.9038237994960028,-0.005197322725892281,6.020507533923463,10.0,0.99724,3.33,0.87,10.831894834252513,0.6121586589432291,2.8162926569056532
10.1,0.38,0.5,2.2551408585366457,-0.05028032182428997,5.837661747005876,13.0,0.99643,3.22,0.65,11.684064354898872,0.4329730498397063,4.439944454861571
8.5,0.34,0.44,1.6700323351993211,0.06293688804745057,6.1888436939614255,12.0,0.99605,3.52,0.63,10.63473760206976,0.07102456764932663,3.615810784703719
8.8,0.33,0.41,5.894979538295826,0.024582604875126292,6.983575801496797,13.0,0.99658,3.3,0.62,12.055381656678522,0.4878766059980595,3.9782759467039126
7.2,0.41,0.3,2.3620793091029975,-0.013624631975325402,35.06975869703392,72.0,0.997,3.44,0.52,9.211045926905447,0.7021643286483125,3.776528830031233
7.2,0.41,0.3,1.9888032974225838,0.06546215441013092,34.91639083297804,72.0,0.997,3.44,0.52,9.354769368075093,0.5132199758278188,3.835455440910788
8.4,0.59,0.29,2.746417723875244,0.15815056472467837,31.030800990221735,119.0,0.99801,3.15,0.5,8.857612067337104,0.8721060637465811,5.225991119728891
7.0,0.4,0.32,3.699685877346581,0.060071143843218426,8.869715523647525,29.0,0.99416,3.28,0.49,11.141609717651429,0.28893701665758265,4.456643887060571
12.2,0.45,0.49,1.4280636404490135,0.10569810726862378,3.045206783825967,6.0,0.9969,3.13,0.63,10.476041465614431,0.08624917130396492,4.714218659526494
9.1,0.5,0.3,2.075862048419513,0.24634076985154232,7.9644025915614165,17.0,0.99774,3.32,0.71,10.578580015865084,0.9365656116580061,5.289290007932542
9.5,0.86,0.26,1.9372105472606862,0.04471211384424359,13.002919050393556,28.0,0.99712,3.25,0.62,10.042545756178496,0.378196349528219,8.636589350313507
7.3,0.52,0.32,2.138915919566793,0.09783486346446696,51.06979740301301,70.0,0.99418,3.34,0.82,12.80330238568708,0.5764055514536334,6.6577172405572815
9.1,0.5,0.3,1.8946879346982455,0.014078663740086546,7.876745968877972,17.0,0.99774,3.32,0.71,10.495228864385801,0.792003126130196,5.247614432192901
12.2,0.45,0.49,1.5223568882418625,-0.009635971988697298,2.9315508269387203,6.0,0.9969,3.13,0.63,10.399639746090944,0.3243136638755806,4.679837885740925
7.4,0.58,0.0,2.109646923381088,0.0055092346582230126,7.045732428108677,11.0,0.99562,3.45,0.58,11.184163531080747,0.7161645381776112,6.486814848026833
9.8,0.34,0.39,1.3374322712503788,0.01812414284783115,3.2098221474546746,7.0,0.9947,3.19,0.55,11.550339830176716,0.13541884981782804,3.9271155422600836
7.1,0.36,0.3,1.4680752805401234,0.11594757975471257,34.98619176653385,70.0,0.99693,3.44,0.5,9.487736229057568,0.29129374720550527,3.4155850424607244
7.7,0.39,0.12,1.6797019362604342,0.33190757867007575,19.059113611792394,27.0,0.99596,3.16,0.49,9.377903582617034,0.1447106361365199,3.657382397220643
9.7,0.295,0.4,1.4199961435602353,0.0013956563724159543,13.989302853014152,21.0,0.99556,3.14,0.51,10.902688583899453,0.8112305584013578,3.2162931322503385
7.7,0.39,0.12,1.6936475425384645,0.055337469438453746,19.19422455947563,27.0,0.99596,3.16,0.49,9.420838280794756,0.22264923522678537,3.674126929509955
7.1,0.34,0.28,2.123743813468414,0.07568769868887518,30.825277833303474,68.0,0.99694,3.45,0.48,9.195826513157572,0.7174035554052103,3.1265810144735746
6.5,0.4,0.1,1.954269834491321,0.1155798848709747,30.009462104466937,47.0,0.99554,3.36,0.48,9.375282261747941,0.9432983972456526,3.7501129046991766
7.1,0.34,0.28,1.9957176618688426,0.1083550811954785,30.837445596643793,68.0,0.99694,3.45,0.48,9.33180157520022,0.527772209068877,3.172812535568075
10.0,0.35,0.45,2.5058022734808394,0.22040957939481173,19.74934284294633,88.0,0.99918,3.15,0.43,9.299837999010508,0.5400291922606877,3.254943299653678
7.7,0.6,0.06,2.0848430882205284,-0.1636392070535208,19.02974620531178,41.0,0.99697,3.39,0.62,10.071889970711403,0.46103356809781204,6.043133982426842
5.6,0.66,0.0,1.9753110666015397,-0.1516929870195673,3.013949779614746,11.0,0.99378,3.71,0.63,12.979768652684953,0.32589014339364275,8.566647310772069
5.6,0.66,0.0,2.1393299705234705,0.03741218279898506,2.9715163062257797,11.0,0.99378,3.71,0.63,12.864084286126701,0.4756550309249171,8.490295628843624
8.9,0.84,0.34,1.4211283692279473,0.15973001875437087,3.9893805909960247,10.0,0.99554,3.12,0.48,9.04288210102172,0.6028075322667594,7.596020964858244
6.4,0.69,0.0,1.7700078956426861,-0.10156480316055966,7.309829943407125,12.0,0.99162,3.47,0.53,12.957258278135615,0.9859915721706594,8.940508211913574
7.5,0.43,0.3,2.1508097552493797,-0.23876323396937577,5.974182486196857,12.0,0.99495,3.44,0.72,11.6399355436586,0.9377645593182242,5.005172283773198
9.9,0.35,0.38,1.3123447293958126,0.11511794062192088,31.051012436125006,47.0,0.99676,3.26,0.82,10.692463368291277,0.8621529582931218,3.7423621789019466
9.1,0.29,0.33,2.1119711445966134,0.08736572237027145,12.935063518038612,27.0,0.99516,3.26,0.84,11.705963036992017,0.8891305357048583,3.3947292807276845
6.8,0.36,0.32,1.7364637611174372,-0.04202084067994298,4.02952325750406,8.0,0.9928,3.36,0.55,12.735306322229443,0.46784918329204295,4.584710276002599
8.2,0.43,0.29,1.481033334090964,-0.01755396007209299,26.97617663249444,45.0,0.99603,3.25,0.54,10.369822331361359,0.6574443271774648,4.459023602485384
6.8,0.36,0.32,1.7375654610286777,-0.029974371963467444,3.958948151727027,8.0,0.9928,3.36,0.55,12.839348538542176,0.8950667229362141,4.622165473875183
9.1,0.29,0.33,2.0315474642344147,0.07405353174739401,13.181889853220033,27.0,0.99516,3.26,0.84,11.789519322002773,0.39295076499135306,3.418960603380804
9.1,0.3,0.34,1.9395255335461787,0.0013684723816993066,12.117718496318433,25.0,0.99516,3.26,0.84,11.763517180168197,0.9617624783454688,3.529055154050459
8.9,0.35,0.4,3.379443394290093,0.15940639189755196,12.013674664739924,24.0,0.99549,3.23,0.7,12.104955271531933,0.415786062069183,4.236734345036177
9.6,0.5,0.36,2.889706619688713,-0.1694626662904391,25.769578806405605,55.0,0.99722,3.18,0.68,10.846476478843943,0.6010826653932156,5.423238239421972
8.9,0.28,0.45,1.8274875041278722,-0.018685186512779936,6.963899077674743,12.0,0.99354,3.25,0.55,12.431739406563434,0.7098047132723719,3.480887033837762
8.9,0.32,0.31,2.0651521991339505,-0.024605396091105042,12.270302756440508,19.0,0.9957,3.17,0.55,10.419759960469241,0.9505920130759383,3.334323187350157
7.7,1.005,0.15,1.9862314329575184,0.07636593216275077,10.976933833336028,32.0,0.99604,3.23,0.48,10.207526087262526,0.24461627405226605,10.258563717698838
7.5,0.71,0.0,1.5798508466052483,0.03819522415098614,22.110321757205366,31.0,0.99635,3.38,0.58,9.931081218191043,0.7461309782386423,7.05106766491564
8.0,0.58,0.16,1.9993478684770543,0.19978437798957666,3.1441942401952603,7.0,0.99454,3.22,0.58,11.373596380316524,0.5208155861440822,6.596685900583584
10.5,0.39,0.46,2.259879438956191,-0.11093367716600576,14.021896391585598,27.0,0.99598,3.06,0.84,11.419791078346265,0.26855714062064107,4.453718520555043
8.9,0.38,0.4,2.266834048871808,0.07254914763307521,11.915817836813185,28.0,0.99486,3.27,0.75,12.534858199638554,0.7766068397963906,4.763246115862651
8.0,0.18,0.37,0.8265826201221504,0.10483364232117055,35.75646876682171,109.0,0.99007,2.89,0.44,12.651611416594568,0.5522222801738466,2.2772900549870223
8.0,0.18,0.37,0.908199555641356,0.2346647436561955,36.0684163208609,109.0,0.99007,2.89,0.44,12.667965269180566,0.6609738206496758,2.2802337484525017
7.0,0.5,0.14,1.8457280404615242,0.02982340289065248,9.918524399717645,23.0,0.99636,3.53,0.61,10.442416594640193,0.322901068577901,5.221208297320096
11.3,0.36,0.66,2.5455822322146764,0.15544586043525171,3.0176150451887693,8.0,0.99642,3.2,0.53,11.95228354880355,0.481273951827605,4.302822077569278
11.3,0.36,0.66,2.470450653982472,-0.057386279256236516,2.8750179660410637,8.0,0.99642,3.2,0.53,11.842629999606142,0.6173542509880671,4.263346799858211
7.0,0.51,0.09,2.178905668737552,-0.17719562043130238,3.97347624595298,9.0,0.99584,3.35,0.54,10.4975645407739,0.404910814269844,5.35375791579469
8.2,0.32,0.42,2.308382662792936,0.18247743757817,3.003371905490105,9.0,0.99506,3.27,0.55,12.514227035861188,0.1983725398477013,4.0045526514755805
